,enter_time,leave_time
flow_661_0,2551.0,2618.0
flow_1259_0,2555.0,2634.0
flow_1262_0,2561.0,2638.0
flow_2833_0,2575.0,2696.0
flow_2834_0,2578.0,2665.0
flow_2826_0,2578.0,2629.0
flow_2832_0,2580.0,2925.0
flow_1208_0,2580.0,2650.0
flow_4127_0,2583.0,2664.0
flow_4161_0,2585.0,2656.0
flow_1268_0,2590.0,2669.0
flow_1316_0,2592.0,2649.0
flow_1362_0,2609.0,2712.0
flow_6830_0,2610.0,2696.0
flow_1370_0,2612.0,2682.0
flow_6836_0,2613.0,2712.0
flow_183_0,2613.0,2665.0
flow_2393_0,2614.0,2681.0
flow_1403_0,2616.0,3043.0
flow_2394_0,2617.0,2685.0
flow_4180_0,2629.0,2699.0
flow_4181_0,2632.0,2717.0
flow_1279_0,2635.0,2719.0
flow_1328_0,2638.0,2689.0
flow_6837_0,2656.0,2726.0
flow_6839_0,2659.0,3034.0
flow_1335_0,2669.0,2742.0
flow_195_0,2671.0,2757.0
flow_646_0,2675.0,2960.0
flow_1294_0,2675.0,2746.0
flow_6827_0,2679.0,2742.0
flow_1446_0,2686.0,2757.0
flow_6443_0,2688.0,2760.0
flow_6445_0,2690.0,2763.0
flow_6848_0,2702.0,2789.0
flow_2424_0,2714.0,2789.0
flow_2429_0,2717.0,2787.0
flow_2853_0,2717.0,2807.0
flow_2829_0,2718.0,2793.0
flow_3929_0,2733.0,2807.0
flow_1313_0,2733.0,2802.0
flow_3937_0,2735.0,2811.0
flow_1315_0,2735.0,2825.0
flow_1357_0,2743.0,2797.0
flow_3960_0,2747.0,2829.0
flow_5864_0,2749.0,2801.0
flow_1372_0,2764.0,2815.0
flow_2867_0,2765.0,2834.0
flow_2863_0,2765.0,2816.0
flow_2864_0,2767.0,2819.0
flow_2869_0,2768.0,2837.0
flow_1376_0,2774.0,2843.0
flow_1377_0,2777.0,2830.0
flow_211_0,2781.0,2861.0
flow_2841_0,2783.0,2848.0
flow_5850_0,2794.0,2847.0
flow_1324_0,2794.0,2880.0
flow_1325_0,2796.0,2884.0
flow_6854_0,2799.0,3144.0
flow_6855_0,2801.0,2889.0
flow_1330_0,2804.0,2892.0
flow_4304_0,2807.0,2918.0
flow_6856_0,2808.0,2878.0
flow_5887_0,2809.0,2880.0
flow_6857_0,2810.0,2922.0
flow_5889_0,2812.0,2882.0
flow_166_0,2815.0,2885.0
flow_1340_0,2817.0,2887.0
flow_1551_0,2818.0,2888.0
flow_1565_0,2819.0,3043.0
flow_6455_0,2821.0,2891.0
flow_1381_0,2823.0,2875.0
flow_1581_0,2825.0,2895.0
flow_1384_0,2826.0,2878.0
flow_1583_0,2827.0,2898.0
flow_1386_0,2832.0,2898.0
flow_6816_0,2833.0,2885.0
flow_1387_0,2835.0,2887.0
flow_225_0,2837.0,2892.0
flow_2437_0,2838.0,3336.0
flow_1391_0,2843.0,2902.0
flow_1394_0,2845.0,2904.0
flow_6859_0,2852.0,2922.0
flow_4397_0,2855.0,2928.0
flow_4449_0,2860.0,2931.0
flow_1395_0,2869.0,2921.0
flow_1397_0,2873.0,2939.0
flow_228_0,2876.0,2939.0
flow_230_0,2880.0,2960.0
flow_224_0,2888.0,3047.0
flow_696_0,2890.0,2980.0
flow_702_0,2893.0,2984.0
flow_2856_0,2905.0,2958.0
flow_1361_0,2905.0,2987.0
flow_2859_0,2908.0,2960.0
flow_2438_0,2913.0,2965.0
flow_232_0,2915.0,3006.0
flow_1406_0,2917.0,2969.0
flow_1407_0,2920.0,3001.0
flow_1413_0,2927.0,3005.0
flow_5900_0,2928.0,3008.0
flow_4464_0,2930.0,3000.0
flow_2456_0,2930.0,3011.0
flow_1636_0,2930.0,3296.0
flow_4474_0,2932.0,3003.0
flow_1645_0,2932.0,3026.0
flow_1418_0,2934.0,3260.0
flow_1665_0,2934.0,3029.0
flow_6869_0,2935.0,3006.0
flow_6870_0,2937.0,3022.0
flow_6873_0,2940.0,3026.0
flow_6874_0,2942.0,3029.0
flow_6847_0,2948.0,3010.0
flow_4003_0,2951.0,3003.0
flow_241_0,2952.0,3014.0
flow_2467_0,2952.0,3031.0
flow_4532_0,2971.0,3124.0
flow_4538_0,2974.0,3049.0
flow_1420_0,2982.0,3526.0
flow_1421_0,2985.0,3064.0
flow_1422_0,2987.0,3069.0
flow_1424_0,2990.0,3071.0
flow_2891_0,2990.0,3084.0
flow_2475_0,2993.0,3104.0
flow_2900_0,2994.0,3046.0
flow_1431_0,3000.0,3052.0
flow_1437_0,3012.0,3594.0
flow_1399_0,3015.0,3104.0
flow_2898_0,3015.0,3085.0
flow_250_0,3029.0,3081.0
flow_5930_0,3030.0,3088.0
flow_4562_0,3033.0,3109.0
flow_251_0,3033.0,3143.0
flow_1338_0,3036.0,3128.0
flow_6886_0,3038.0,3130.0
flow_6887_0,3041.0,3112.0
flow_1402_0,3052.0,3133.0
flow_6468_0,3053.0,3124.0
flow_3996_0,3056.0,3126.0
flow_1717_0,3059.0,3129.0
flow_2477_0,3062.0,3131.0
flow_4060_0,3070.0,3141.0
flow_1450_0,3073.0,3143.0
flow_243_0,3074.0,3200.0
flow_248_0,3077.0,3162.0
flow_1452_0,3079.0,3274.0
flow_4609_0,3079.0,3166.0
flow_255_0,3080.0,3147.0
flow_6890_0,3082.0,3168.0
flow_6891_0,3085.0,3171.0
flow_1457_0,3086.0,3147.0
flow_6893_0,3087.0,3173.0
flow_1458_0,3089.0,3149.0
flow_2486_0,3099.0,3200.0
flow_260_0,3114.0,3181.0
flow_5862_0,3114.0,3219.0
flow_264_0,3117.0,3188.0
flow_2446_0,3119.0,3204.0
flow_4510_0,3120.0,3172.0
flow_265_0,3123.0,3186.0
flow_1430_0,3124.0,3224.0
flow_268_0,3126.0,3178.0
flow_2494_0,3133.0,3203.0
flow_6894_0,3135.0,3226.0
flow_219_0,3137.0,3229.0
flow_6899_0,3140.0,3232.0
flow_6900_0,3142.0,3256.0
flow_4074_0,3150.0,3260.0
flow_2924_0,3152.0,3238.0
flow_4081_0,3153.0,3311.0
flow_2951_0,3155.0,3207.0
flow_4088_0,3155.0,3225.0
flow_283_0,3165.0,3242.0
flow_2483_0,3171.0,3244.0
flow_4630_0,3173.0,3263.0
flow_5951_0,3173.0,3247.0
flow_4652_0,3175.0,3265.0
flow_6906_0,3178.0,3267.0
flow_2505_0,3183.0,3256.0
flow_4566_0,3196.0,3274.0
flow_286_0,3199.0,3250.0
flow_2953_0,3209.0,3278.0
flow_1491_0,3209.0,3279.0
flow_6909_0,3210.0,3280.0
flow_1492_0,3211.0,3264.0
flow_2960_0,3212.0,3292.0
flow_6910_0,3213.0,3316.0
flow_2931_0,3214.0,3311.0
flow_1494_0,3214.0,3274.0
flow_4683_0,3218.0,3330.0
flow_4055_0,3219.0,3280.0
flow_2966_0,3220.0,3283.0
flow_2959_0,3224.0,3330.0
flow_731_0,3235.0,3298.0
flow_1763_0,3245.0,3315.0
flow_1414_0,3246.0,3334.0
flow_1822_0,3248.0,3335.0
flow_6439_0,3248.0,3299.0
flow_6446_0,3251.0,3302.0
flow_294_0,3253.0,3305.0
flow_6462_0,3253.0,3305.0
flow_303_0,3256.0,3308.0
flow_262_0,3258.0,3337.0
flow_310_0,3260.0,3312.0
flow_4108_0,3264.0,3335.0
flow_1503_0,3266.0,3350.0
flow_2500_0,3280.0,3355.0
flow_2528_0,3293.0,3373.0
flow_1466_0,3299.0,3369.0
flow_2511_0,3299.0,3351.0
flow_1507_0,3299.0,3546.0
flow_6920_0,3301.0,3497.0
flow_4111_0,3302.0,3357.0
flow_6923_0,3303.0,3501.0
flow_1513_0,3305.0,3360.0
flow_6925_0,3306.0,3375.0
flow_4838_0,3308.0,3378.0
flow_4852_0,3311.0,3381.0
flow_334_0,3334.0,3396.0
flow_2530_0,3334.0,3420.0
flow_1516_0,3335.0,3396.0
flow_5899_0,3338.0,3399.0
flow_1436_0,3341.0,3420.0
flow_6927_0,3343.0,3424.0
flow_1520_0,3345.0,3403.0
flow_6929_0,3346.0,3426.0
flow_1405_0,3355.0,3424.0
flow_2993_0,3359.0,3410.0
flow_340_0,3362.0,3414.0
flow_2538_0,3370.0,3440.0
flow_3003_0,3374.0,3445.0
flow_6417_0,3379.0,3471.0
flow_304_0,3382.0,3434.0
flow_2975_0,3384.0,3471.0
flow_2905_0,3385.0,3546.0
flow_2979_0,3386.0,3475.0
flow_6934_0,3386.0,3476.0
flow_6003_0,3387.0,3449.0
flow_6936_0,3389.0,3462.0
flow_2546_0,3390.0,3451.0
flow_6019_0,3392.0,3445.0
flow_2998_0,3396.0,3497.0
flow_1531_0,3397.0,3448.0
flow_352_0,3403.0,3456.0
flow_1841_0,3406.0,3502.0
flow_354_0,3407.0,3458.0
flow_4135_0,3409.0,3550.0
flow_6525_0,3409.0,3479.0
flow_1890_0,3411.0,3480.0
flow_4145_0,3412.0,3463.0
flow_1908_0,3414.0,3504.0
flow_314_0,3415.0,3486.0
flow_2544_0,3427.0,3507.0
