,enter_time,leave_time
flow_6818_0,2452.0,2521.0
flow_5728_0,2454.0,2524.0
flow_1285_0,2472.0,2575.0
flow_6819_0,2476.0,2668.0
flow_6822_0,2479.0,2549.0
flow_6824_0,2481.0,2552.0
flow_5777_0,2489.0,2541.0
flow_6825_0,2489.0,2558.0
flow_1208_0,2495.0,2565.0
flow_2785_0,2498.0,2595.0
flow_6826_0,2499.0,2581.0
flow_1289_0,2501.0,2599.0
flow_3929_0,2519.0,2603.0
flow_169_0,2519.0,2570.0
flow_78_0,2521.0,2573.0
flow_5778_0,2524.0,3010.0
flow_5819_0,2526.0,2595.0
flow_2790_0,2535.0,2587.0
flow_1295_0,2536.0,2636.0
flow_2801_0,2538.0,3028.0
flow_1296_0,2538.0,2641.0
flow_2816_0,2540.0,2602.0
flow_2826_0,2543.0,2636.0
flow_2783_0,2548.0,2618.0
flow_1259_0,2550.0,2619.0
flow_6830_0,2552.0,2670.0
flow_3960_0,2553.0,2622.0
flow_2387_0,2554.0,2644.0
flow_1262_0,2557.0,2626.0
flow_1268_0,2559.0,2629.0
flow_1176_0,2565.0,2641.0
flow_183_0,2578.0,2630.0
flow_2833_0,2581.0,2667.0
flow_2834_0,2584.0,2653.0
flow_1279_0,2594.0,2677.0
flow_6439_0,2600.0,2798.0
flow_5791_0,2606.0,2677.0
flow_1314_0,2621.0,2690.0
flow_6836_0,2623.0,2692.0
flow_1362_0,2623.0,2693.0
flow_1370_0,2625.0,2695.0
flow_6837_0,2626.0,2696.0
flow_2393_0,2651.0,2801.0
flow_6839_0,2652.0,3174.0
flow_1294_0,2657.0,2727.0
flow_1403_0,2673.0,3300.0
flow_2394_0,2674.0,2804.0
flow_6443_0,2676.0,2745.0
flow_1446_0,2678.0,2748.0
flow_6445_0,2681.0,2750.0
flow_6848_0,2702.0,2771.0
flow_6417_0,2720.0,2789.0
flow_2832_0,2720.0,3049.0
flow_2853_0,2722.0,2801.0
flow_195_0,2725.0,2814.0
flow_6827_0,2726.0,2804.0
flow_2829_0,2727.0,2818.0
